dataset_source,original_row,utterance_text,vocal_warmth,perceived_genuineness,prosodic_attunement,emotional_reaction,interpretation,exploration,empathy,concatenated_reasons,empathy_reason
dataset_1_axis_annotated,10,I imagine that made you feel empathetic to his plight.,1,1,0,0,2,0,low,"Vocal Warmth Reason: The listener's tone is neutral and somewhat clinical, lacking any discernible warmth or compassion. While not cold or dismissive, it has a detached quality that does not convey emotional support. The pitch is slightly high and the delivery is measured, which contributes to a professional rather than a caring affect. Perceived Genuineness Reason: The delivery sounds somewhat stilted and performative, as if the listener is reading from a script on how to be empathetic. The formal word choice combined with the unnatural intonation makes the sentiment feel constructed rather than authentic. It doesn't sound sarcastic, but it lacks the groundedness of a genuine emotional response. Prosodic Attunement Reason: The prosody is unnatural and robotic, with awkward pacing and a sing-song intonation that feels mismatched to the serious topic. The listener enunciates each word very deliberately, which disrupts the natural flow of conversation. This lack of dynamic expression makes the response feel disconnected and inattentive to the speaker's implicit emotional state. Emotional Reaction Reason: The text contains no emotional reaction from the listener. It is a statement about the speaker's presumed emotional state, not an expression of the listener's own feelings. The listener does not share any personal emotional response to the situation described. Interpretation Reason: The listener offers a specific and accurate interpretation of the speaker's internal experience. By stating, ""I imagine that made you feel empathetic to his plight,"" the listener correctly infers and names the complex emotion the speaker is likely feeling. This demonstrates a clear attempt to understand the speaker's perspective. Exploration Reason: The response is a declarative statement, not a question, and does not invite the speaker to elaborate. It presents an interpretation as a fact rather than a hypothesis to be explored. There is no attempt to probe the speaker's feelings or experience further. Detailed Reason: Despite a strong, specific interpretation of the speaker's feelings, the overall empathy is low due to a significant tone-content mismatch. The listener's voice is stilted, robotic, and lacks any warmth or genuineness, which makes the insightful words feel hollow and performative. This delivery creates a sense of clinical detachment rather than genuine human connection.","[Empathy Reason]: The listener's robotic tone and clinical language undermine the accurate interpretation, creating a detached and unempathetic experience."
dataset_1_axis_annotated,11,Please tell me that you gave him some money to help him out.,0,0,0,0,0,0,low,"Vocal Warmth Reason: The tone is challenging and insistent, not warm or supportive. The rising intonation conveys an expectation rather than compassion. This creates a judgmental atmosphere instead of a caring one. Perceived Genuineness Reason: The delivery sounds performative and contrived, as if the listener is imposing a moral test. The phrase 'Please tell me' is used as a rhetorical device to express judgment, not genuine curiosity. This makes the interaction feel inauthentic. Prosodic Attunement Reason: The prosody is misattuned to the speaker's reflective state of thankfulness. The pacing is stilted and the tone is demanding, creating a jarring shift in the conversation. It fails to match or acknowledge the speaker's emotional experience. Emotional Reaction Reason: The text contains no emotional reaction to the speaker's stated feelings of empathy and thankfulness. It is a directive, action-oriented statement that bypasses emotion entirely. The focus is on what the speaker should have done, not on what they felt. Interpretation Reason: The response shows no understanding of the speaker's internal experience of gratitude. Instead of reflecting on the speaker's feelings, it imposes an external standard of behavior. It completely ignores the emotional content of the speaker's previous turn. Exploration Reason: The question is a leading, closed-ended question that does not explore the speaker's feelings. It functions as a moral check-in rather than an invitation to share more about their experience. It effectively shuts down further emotional exploration. Detailed Reason: The listener's challenging and performative tone creates a judgmental atmosphere, not a supportive one. The text completely ignores the speaker's stated feeling of thankfulness, instead posing a leading question that functions as a moral test. This combination of misattuned prosody and non-exploratory content results in a response that feels invalidating and unempathetic.","[Empathy Reason]: The response is judgmental in both tone and content, ignoring the speaker's feelings to impose a moral expectation."
dataset_1_axis_annotated,12,really?? I could not care less.,0,0,0,0,0,0,low,"Vocal Warmth Reason: The listener's tone is cold and dismissive, particularly in the phrase 'I could not care less.' The initial 'really??' is delivered with a high, incredulous pitch that sounds mocking rather than curious. There is a complete absence of compassion or support in the vocal delivery. Perceived Genuineness Reason: The tone comes across as mocking and emotionally contradictory to the speaker's vulnerable share. While the listener might genuinely not care, the expression is delivered in a performatively dismissive way. This creates an inauthentic and invalidating conversational moment. Prosodic Attunement Reason: The prosody is completely misattuned to the speaker's emotional disclosure. The sharp, questioning inflection on 'really??' followed by a flat, definitive statement creates a jarring and disconnected effect. The pacing and tone are entirely mismatched with the speaker's sentiment. Emotional Reaction Reason: The text explicitly states a lack of an emotional reaction. The phrase 'I could not care less' is a direct and blunt dismissal of the speaker's feelings. This response actively rejects the opportunity to show compassion or warmth. Interpretation Reason: The listener shows no understanding of the speaker's experience. The response questions the validity of the speaker's feelings ('really??') and then dismisses them entirely. There is no attempt to understand why the event was meaningful to the speaker. Exploration Reason: This response completely shuts down any potential for exploration. It is a definitive, conversation-ending statement that offers no questions or openings for the speaker to elaborate. It actively discourages further sharing. Detailed Reason: The combination of a mocking, cold vocal tone and explicitly dismissive language creates a profoundly non-empathic response. The listener not only fails to show understanding but actively invalidates the speaker's emotional experience. This creates an unsafe and disconnected conversational environment.","[Empathy Reason]: The listener's tone and words are dismissive and invalidating, showing a complete lack of care for the speaker's feelings."
dataset_1_axis_annotated,13,I am more like a rock and roll type of guy myself.,1,1,0,0,0,0,low,"Vocal Warmth Reason: The tone is neutral and flat, delivered in a low, slow pitch. It lacks any warmth, compassion, or supportive affect. While not actively cold or irritated, it is entirely devoid of any caring quality. Perceived Genuineness Reason: The extremely slow and deliberate pacing sounds unnatural and somewhat robotic. This artificial quality makes the response feel detached rather than authentic. It doesn't sound sarcastic, but it also doesn't sound like a grounded or spontaneous thought. Prosodic Attunement Reason: The delivery is monotone, with awkward and unnatural pacing that sounds robotic. There is no dynamic expression or rhythm that attunes to a natural conversational flow. The phrasing is stilted and completely misaligned with the speaker's energy. Emotional Reaction Reason: The text is a simple statement of the listener's personal preference. It offers no emotional response to the speaker's feelings of sadness or love for the music. The statement is entirely self-focused and lacks any words of comfort or validation. Interpretation Reason: The listener shows no understanding of the speaker's emotional experience. Instead of acknowledging the speaker's feelings, the listener pivots to a contrasting statement about themselves. This response completely ignores and fails to interpret the speaker's perspective. Exploration Reason: This is a declarative statement that closes off conversation about the speaker's feelings. It asks no questions and makes no attempt to probe the speaker's experience further. The response serves to shift the topic rather than explore it. Detailed Reason: The listener's robotic, monotone delivery creates a sense of complete detachment from the conversation. The text reinforces this by ignoring the speaker's expressed sadness and instead pivoting to a contrasting personal preference. This combination of misattuned prosody and self-focused content demonstrates a total lack of emotional understanding or support.",[Empathy Reason]: The robotic tone and self-focused content completely ignore and invalidate the speaker's feelings.
dataset_1_axis_annotated,14,Why? You should be happy with who you are.,0,0,0,0,0,1,low,"Vocal Warmth Reason: The voice is high-pitched, synthesized, and has an unnatural, almost robotic quality. This tone is emotionally mismatched with the speaker's statement, sounding dismissive rather than supportive. The sing-song delivery of the advice feels condescending and lacks any genuine warmth. Perceived Genuineness Reason: The highly artificial and synthesized quality of the voice makes the response sound completely inauthentic and performative. The tone is emotionally incongruent with the message, creating a sense of mockery or sarcasm. It lacks any grounding in genuine human emotion. Prosodic Attunement Reason: The response is delivered in a robotic, synthesized voice with unnatural phrasing and awkward pacing. The intonation is jarring and lacks the dynamic range of a natural conversation. There is a complete lack of prosodic attunement to the speaker's turn. Emotional Reaction Reason: The statement ""You should be happy with who you are"" is a piece of unsolicited advice, not an emotional reaction. It offers a directive rather than expressing any warmth, compassion, or personal feeling. The text is devoid of any emotional language. Interpretation Reason: The listener immediately offers a corrective judgment (""You should be happy..."") without trying to understand the speaker's perspective. This response dismisses the speaker's expressed wish rather than interpreting the potential feelings of admiration or dissatisfaction behind it. It shows a complete lack of understanding of the speaker's experience. Exploration Reason: The listener begins with the question ""Why?"", which is a form of generic exploration. This question invites the speaker to elaborate on their statement. However, it is immediately undermined by the prescriptive advice that follows. Detailed Reason: The response combines a highly artificial, robotic tone with judgmental, unsolicited advice. This pairing feels dismissive and completely misattuned to the speaker's simple expression of a wish. The listener fails to create any sense of safety or understanding, instead shutting down the conversation with a corrective platitude.","[Empathy Reason]: The robotic tone and judgmental content create a dismissive and invalidating response, failing to show any understanding."
dataset_1_axis_annotated,15,Height you cannot change but if you work hard anyone can be rich.,1,1,0,0,0,0,low,"Vocal Warmth Reason: The tone is neutral and lacks any discernible warmth or compassion. It has a high-pitched, almost childlike quality that feels detached from the emotional context. While not cold or hostile, it offers no auditory comfort or support. Perceived Genuineness Reason: The delivery sounds somewhat performative and recited, like a platitude being read aloud. The slightly unnatural cadence and pitch detract from a sense of authentic engagement. It doesn't sound sarcastic, but it does feel emotionally disconnected and insincere. Prosodic Attunement Reason: The pacing is rushed and the phrasing feels unnatural and robotic. The intonation follows a repetitive, sing-song pattern that is not attuned to a genuine conversational flow. The overall delivery is stilted and lacks the dynamic expression of an engaged listener. Emotional Reaction Reason: The text is purely informational and advisory, offering a statement of fact and a motivational platitude. It contains no words that acknowledge or react to the speaker's underlying feelings of desire or longing. The focus is entirely on practicalities, not emotions. Interpretation Reason: The response shows no understanding of the speaker's emotional experience. It simply breaks the speaker's wish down into two logistical components (height and wealth). There is no attempt to reflect on why the speaker might feel this way. Exploration Reason: This is a declarative statement that closes the conversation rather than opening it up for further discussion. It offers a simplistic solution and a dismissal, containing no questions or prompts. It actively discourages further exploration of the speaker's feelings. Detailed Reason: This response fails on both content and delivery, offering unsolicited and overly simplistic advice instead of understanding. The text completely ignores the emotional core of the speaker's wish, reducing it to a practical problem. The robotic, high-pitched vocal delivery reinforces this detachment, creating a cold and invalidating experience.","[Empathy Reason]: The response is dismissive advice delivered in a detached, robotic tone, showing no understanding of the speaker's feelings."
dataset_1_axis_annotated,16,Just work hard and make your own money.,0,0,0,0,0,0,low,"Vocal Warmth Reason: The tone is high-pitched and has a lecturing quality, lacking any compassion or support. It sounds dismissive rather than warm or even neutral. The delivery feels sharp and impatient, creating a cold emotional distance. Perceived Genuineness Reason: The sing-song, almost patronizing delivery of the advice feels performative and insincere. The tone is emotionally incongruent with a supportive conversation, making the message sound like a canned platitude. It lacks any sense of authentic engagement with the speaker's feelings. Prosodic Attunement Reason: The prosody is unnatural and poorly attuned to the speaker's emotional state. The sing-song cadence is jarring and dismissive of the speaker's expressed desire. The pacing and emphasis feel robotic and disconnected from a genuine conversational flow. Emotional Reaction Reason: The text is purely advice-driven and contains no emotional language. It offers a simplistic solution without acknowledging the speaker's feelings of desire or longing. The statement is a directive, not an emotional response. Interpretation Reason: The listener shows no understanding of the speaker's underlying emotional experience. The response only addresses the surface-level desire for money in a simplistic way. It fails to interpret or reflect on why the speaker feels this way. Exploration Reason: The statement is a command that shuts down the conversation rather than exploring it. It offers a final, unhelpful solution instead of asking questions to understand the speaker's feelings. There is no attempt to probe the speaker's experience. Detailed Reason: The listener's cold, lecturing tone completely invalidates the speaker's feelings. The content is purely advice-based, offering a simplistic solution that ignores the emotional core of the speaker's wish. This combination of dismissive tone and unhelpful content creates a strong sense of disconnection and low empathy.","[Empathy Reason]: The dismissive, lecturing tone combined with simplistic, unhelpful advice demonstrates a complete lack of empathy."
dataset_1_axis_annotated,17,I feel you. I also get sad when I see people living on the street.,1,0,0,2,2,0,low,"Vocal Warmth Reason: The listener's tone is high-pitched and has a slightly exaggerated, sing-song quality. While not cold or dismissive, it lacks the soothing and grounded quality of genuine warmth. The delivery feels more like a performance of sadness than a truly supportive expression. Perceived Genuineness Reason: The vocal delivery sounds highly performative and inauthentic. The exaggerated intonation and high pitch create a sense of acting rather than genuine feeling. This makes the expression of sadness feel incongruent and insincere. Prosodic Attunement Reason: The pacing is somewhat rushed and the intonation follows an unnatural, overly dramatic pattern. The phrasing doesn't sound like natural, spontaneous speech, which creates a disconnect. The prosody is not well-attuned to a genuine, heartfelt conversation. Emotional Reaction Reason: The listener explicitly states their own emotional reaction to the situation. The phrase 'I also get sad' is a direct and clear expression of a shared feeling. This directly mirrors the speaker's sentiment. Interpretation Reason: The listener demonstrates a specific understanding by sharing a parallel emotional experience. Stating 'I also get sad when I see people living on the street' directly reflects the speaker's heartbreak. This shows they have accurately interpreted the speaker's core feeling. Exploration Reason: The response is a statement of shared feeling and does not contain any questions. The listener does not probe the speaker's experience or feelings further. There is no attempt to explore the speaker's perspective. Detailed Reason: While the text shows strong understanding and shared emotion, the vocal delivery is a significant barrier. The high-pitched, exaggerated, and rushed tone sounds inauthentic and performative. This mismatch between the words and the prosody makes the interaction feel insincere and low in empathy.","[Empathy Reason]: The performative and inauthentic tone undermines the otherwise empathetic words, creating a sense of misalignment."
dataset_1_axis_annotated,18,There not a lot we can do. Maybe pressure the local politicians.,0,0,0,0,0,0,low,"Vocal Warmth Reason: The tone is completely flat and robotic, lacking any hint of compassion or support. It sounds like a text-to-speech engine, which is inherently cold and detached. The delivery is monotonous and does not convey any emotional warmth. Perceived Genuineness Reason: The robotic and unemotional delivery sounds highly inauthentic and performative. There is a major disconnect between the serious topic and the flat, mechanical tone. This lack of emotional congruence makes the response feel insincere. Prosodic Attunement Reason: The response is delivered in a monotone, robotic voice with unnatural pacing. It lacks any dynamic expression or prosodic variation to match the speaker's sad and helpless state. The phrasing feels stilted and lacks natural flow. Emotional Reaction Reason: The text offers no emotional reaction to the speaker's expressed sadness and financial helplessness. It immediately pivots to a statement of fact and a practical, impersonal suggestion. The listener does not acknowledge or validate the speaker's feelings. Interpretation Reason: The response fails to demonstrate any understanding of the speaker's personal feelings of powerlessness. Instead of reflecting on the speaker's emotional state, it offers a broad, generic solution. This shows a lack of engagement with the speaker's internal experience. Exploration Reason: The statement is declarative and offers a solution, effectively shutting down further emotional discussion. It does not contain any questions or prompts to explore the speaker's feelings. The listener makes no attempt to understand the speaker's experience more deeply. Detailed Reason: The response is highly unempathetic due to a complete misalignment in both tone and content. The robotic, flat vocal delivery feels cold and inauthentic, while the text dismisses the speaker's feelings by jumping to an impersonal solution. This combination fails to create any sense of connection or understanding.","[Empathy Reason]: The robotic tone and advice-only content create a cold, dismissive, and completely misattuned response."
dataset_1_axis_annotated,19,"Hahahaha, what was she thinking?",0,2,0,0,0,0,low,"Vocal Warmth Reason: The listener's tone is dominated by laughter, which is emotionally mismatched with the speaker's serious, judgmental tone. This laughter comes across as dismissive rather than warm or supportive. It fails to validate the speaker's feeling that the situation was 'horrible.' Perceived Genuineness Reason: The laughter sounds authentic and spontaneous, reflecting a genuine reaction of amusement. The listener's tone is congruent with their emotional expression, even if that emotion is not empathetic. The response feels like a real, unfiltered reaction to the story. Prosodic Attunement Reason: The listener's prosody is completely misattuned to the speaker's. While the speaker used a serious and disapproving tone, the listener responds with light, expressive laughter. This creates a significant prosodic disconnect and fails to mirror the speaker's emotional state. Emotional Reaction Reason: The text 'Hahahaha' explicitly conveys amusement, not compassion or validation for the speaker. It functions as a reaction to the story's content, completely ignoring the speaker's stated emotional response. There is no warmth or support offered in the words. Interpretation Reason: The listener interprets the story as absurd or funny, as shown by the laughter and the rhetorical question. This is a misinterpretation of the speaker's experience, who framed the event as 'horrible.' The response fails to acknowledge or understand the speaker's feeling of disapproval. Exploration Reason: The question 'what was she thinking?' is rhetorical and focuses on the mother in the story. It does not explore the speaker's feelings, thoughts, or experience of witnessing the event. It closes down the conversation rather than opening it up for further sharing. Detailed Reason: The listener's laughter, while genuine, is tonally misaligned with the speaker's serious disapproval, creating a dismissive effect. The text reinforces this by interpreting the 'horrible' situation as merely funny or absurd. This combination of misattuned tone and misinterpreted content demonstrates a clear lack of empathy.","[Empathy Reason]: The response is emotionally misattuned, dismissing the speaker's concern with laughter and showing no understanding of their perspective."
